account_id,account_name,customer_key,industry,vertical,billing_street,billing_city,billing_state,billing_postal_code,account_type,annual_revenue,employees,created_date
ACC000194,CDI Lycee Voltaire - Clermont-Ferrand,194,Bibliotheque,Institutionnel,240 avenue du Livre,Clermont-Ferrand,63,75373,Prospect,13237428,25,2020-12-14
ACC000195,Ecole Normale Superieure - Montpellier,195,Grossiste,Distribution,158 avenue du Livre,Montpellier,34,75191,Partenaire,23818443,100,2021-07-13
ACC000196,Grossiste Livres Express - Paris,196,Ecole,Education,12 avenue du Livre,Paris,75,21802,Prospect,40156235,50,2020-07-27
ACC000197,France Loisirs - Lyon,197,Universite,Education,202 avenue du Livre,Lyon,69,76249,Client,49384377,50,2022-05-25
ACC000198,Chapitre.com - Marseille,198,Mediatheque,Institutionnel,235 avenue du Livre,Marseille,13,41552,Client,41884586,10,2020-12-14
ACC000199,Leslibraires.fr - Toulouse,199,Librairie,Librairie,111 avenue du Livre,Toulouse,31,86460,Client,40716637,250,2020-04-10
ACC000200,Amazon France - Bordeaux,200,Bibliotheque,Institutionnel,181 avenue du Livre,Bordeaux,33,16377,Partenaire,14925377,100,2021-04-03
ACC000201,Librairie Gallimard - Nantes,201,Grossiste,Distribution,26 avenue du Livre,Nantes,44,46877,Partenaire,49618381,5,2020-06-02
ACC000202,Librairie Gibert - Strasbourg,202,Ecole,Education,254 avenue du Livre,Strasbourg,67,88317,Partenaire,15032858,10,2021-10-17
ACC000203,Fnac Livres - Lille,203,Universite,Education,241 avenue du Livre,Lille,59,47453,Prospect,27735667,250,2021-12-24
ACC000204,Cultura - Rennes,204,Mediatheque,Institutionnel,275 avenue du Livre,Rennes,35,11071,Client,9279935,250,2020-09-08
ACC000205,Librairie Mollat - Grenoble,205,Librairie,Librairie,56 avenue du Livre,Grenoble,38,66482,Partenaire,24527400,25,2021-06-15
ACC000206,Librairie Decitre - Rouen,206,Bibliotheque,Institutionnel,69 avenue du Livre,Rouen,76,44664,Client,12143644,100,2022-03-04
ACC000207,Le Furet du Nord - Tours,207,Grossiste,Distribution,188 avenue du Livre,Tours,37,62855,Partenaire,35553482,50,2021-11-06
ACC000208,Librairie Kleen - Dijon,208,Ecole,Education,188 avenue du Livre,Dijon,21,15930,Client,12107384,50,2022-06-22
ACC000209,Librairie Sauramps - Clermont-Ferrand,209,Universite,Education,206 avenue du Livre,Clermont-Ferrand,63,16705,Client,36236798,10,2022-08-13
ACC000210,Librairie Dialogues - Montpellier,210,Mediatheque,Institutionnel,292 avenue du Livre,Montpellier,34,83638,Client,37157369,5,2020-12-04
ACC000211,Bibliotheque Nationale - Paris,211,Librairie,Librairie,100 avenue du Livre,Paris,75,57516,Partenaire,35735859,500,2021-01-30
ACC000212,BU Paris-Saclay - Lyon,212,Bibliotheque,Institutionnel,284 avenue du Livre,Lyon,69,47827,Prospect,46033179,10,2020-10-07
ACC000213,Mediatheque de Lyon - Marseille,213,Grossiste,Distribution,38 avenue du Livre,Marseille,13,60639,Partenaire,33100597,100,2020-05-20
ACC000214,CDI Lycee Voltaire - Toulouse,214,Ecole,Education,259 avenue du Livre,Toulouse,31,69028,Prospect,33400120,500,2021-04-01
ACC000215,Ecole Normale Superieure - Bordeaux,215,Universite,Education,282 avenue du Livre,Bordeaux,33,46663,Prospect,48346297,10,2021-11-09
ACC000216,Grossiste Livres Express - Nantes,216,Mediatheque,Institutionnel,61 avenue du Livre,Nantes,44,26864,Partenaire,30201793,10,2020-09-20
ACC000217,France Loisirs - Strasbourg,217,Librairie,Librairie,50 avenue du Livre,Strasbourg,67,61629,Partenaire,48960314,25,2020-09-19
ACC000218,Chapitre.com - Lille,218,Bibliotheque,Institutionnel,192 avenue du Livre,Lille,59,54444,Client,6992671,250,2021-02-12
ACC000219,Leslibraires.fr - Rennes,219,Grossiste,Distribution,286 avenue du Livre,Rennes,35,57920,Client,29529804,5,2021-02-19
ACC000220,Amazon France - Grenoble,220,Ecole,Education,74 avenue du Livre,Grenoble,38,36090,Partenaire,3102844,250,2022-04-28
ACC000221,Librairie Gallimard - Rouen,221,Universite,Education,261 avenue du Livre,Rouen,76,62610,Client,4285902,250,2020-09-07
ACC000222,Librairie Gibert - Tours,222,Mediatheque,Institutionnel,257 avenue du Livre,Tours,37,15276,Client,1588606,10,2022-08-04
ACC000223,Fnac Livres - Dijon,223,Librairie,Librairie,24 avenue du Livre,Dijon,21,15100,Prospect,33918153,100,2020-03-04
ACC000224,Cultura - Clermont-Ferrand,224,Bibliotheque,Institutionnel,71 avenue du Livre,Clermont-Ferrand,63,53652,Partenaire,38494852,10,2020-08-21
ACC000225,Librairie Mollat - Montpellier,225,Grossiste,Distribution,243 avenue du Livre,Montpellier,34,78069,Client,23526775,25,2020-01-26
ACC000226,Librairie Decitre - Paris,226,Ecole,Education,234 avenue du Livre,Paris,75,29521,Client,18479297,50,2020-06-13
ACC000227,Le Furet du Nord - Lyon,227,Universite,Education,264 avenue du Livre,Lyon,69,28321,Client,13569747,500,2021-06-23
ACC000228,Librairie Kleen - Marseille,228,Mediatheque,Institutionnel,168 avenue du Livre,Marseille,13,90356,Prospect,25427835,5,2021-08-14
ACC000229,Librairie Sauramps - Toulouse,229,Librairie,Librairie,164 avenue du Livre,Toulouse,31,31299,Client,15571725,25,2021-04-17
ACC000230,Librairie Dialogues - Bordeaux,230,Bibliotheque,Institutionnel,202 avenue du Livre,Bordeaux,33,90805,Partenaire,23993267,100,2022-08-05
ACC000231,Bibliotheque Nationale - Nantes,231,Grossiste,Distribution,154 avenue du Livre,Nantes,44,87820,Client,32266525,250,2020-03-10
ACC000232,BU Paris-Saclay - Strasbourg,232,Ecole,Education,173 avenue du Livre,Strasbourg,67,76494,Client,17168225,500,2020-06-03
ACC000233,Mediatheque de Lyon - Lille,233,Universite,Education,261 avenue du Livre,Lille,59,79774,Client,3076394,50,2021-03-06
ACC000234,CDI Lycee Voltaire - Rennes,234,Mediatheque,Institutionnel,251 avenue du Livre,Rennes,35,83783,Client,17611886,100,2020-08-10
ACC000235,Ecole Normale Superieure - Grenoble,235,Librairie,Librairie,154 avenue du Livre,Grenoble,38,72245,Client,14720327,500,2021-04-07
ACC000236,Grossiste Livres Express - Rouen,236,Bibliotheque,Institutionnel,9 avenue du Livre,Rouen,76,58281,Prospect,16245463,250,2020-08-06
ACC000237,France Loisirs - Tours,237,Grossiste,Distribution,170 avenue du Livre,Tours,37,98317,Prospect,44332407,25,2021-08-20
ACC000238,Chapitre.com - Dijon,238,Ecole,Education,57 avenue du Livre,Dijon,21,64596,Prospect,35723499,50,2020-06-18
ACC000239,Leslibraires.fr - Clermont-Ferrand,239,Universite,Education,299 avenue du Livre,Clermont-Ferrand,63,50327,Prospect,42090603,250,2020-03-31
ACC000240,Amazon France - Montpellier,240,Mediatheque,Institutionnel,14 avenue du Livre,Montpellier,34,88238,Client,37670991,250,2021-08-27
ACC000241,Librairie Gallimard - Paris,241,Librairie,Librairie,243 avenue du Livre,Paris,75,44803,Client,27734159,5,2020-03-08
ACC000242,Librairie Gibert - Lyon,242,Bibliotheque,Institutionnel,297 avenue du Livre,Lyon,69,85711,Prospect,41566477,100,2022-06-15
ACC000243,Fnac Livres - Marseille,243,Grossiste,Distribution,117 avenue du Livre,Marseille,13,16731,Partenaire,802689,100,2020-12-25
ACC000244,Cultura - Toulouse,244,Ecole,Education,299 avenue du Livre,Toulouse,31,72973,Client,13218547,25,2020-10-07
ACC000245,Librairie Mollat - Bordeaux,245,Universite,Education,88 avenue du Livre,Bordeaux,33,78712,Partenaire,13120663,5,2021-08-16
ACC000246,Librairie Decitre - Nantes,246,Mediatheque,Institutionnel,195 avenue du Livre,Nantes,44,29369,Partenaire,3755831,5,2020-09-16
ACC000247,Le Furet du Nord - Strasbourg,247,Librairie,Librairie,125 avenue du Livre,Strasbourg,67,14138,Prospect,10374388,5,2020-06-18
ACC000248,Librairie Kleen - Lille,248,Bibliotheque,Institutionnel,294 avenue du Livre,Lille,59,24404,Client,10776739,5,2021-06-20
ACC000249,Librairie Sauramps - Rennes,249,Grossiste,Distribution,98 avenue du Livre,Rennes,35,12482,Prospect,3723760,10,2020-08-01
ACC000250,Librairie Dialogues - Grenoble,250,Ecole,Education,226 avenue du Livre,Grenoble,38,51116,Client,5686615,10,2020-08-29
ACC000251,Bibliotheque Nationale - Rouen,251,Universite,Education,215 avenue du Livre,Rouen,76,29848,Prospect,21160457,500,2020-07-08
ACC000252,BU Paris-Saclay - Tours,252,Mediatheque,Institutionnel,212 avenue du Livre,Tours,37,36724,Prospect,8194211,25,2020-05-04
ACC000253,Mediatheque de Lyon - Dijon,253,Librairie,Librairie,211 avenue du Livre,Dijon,21,75774,Prospect,2971363,500,2021-11-14
ACC000254,CDI Lycee Voltaire - Clermont-Ferrand,254,Bibliotheque,Institutionnel,242 avenue du Livre,Clermont-Ferrand,63,18163,Client,20250580,100,2021-09-23
ACC000255,Ecole Normale Superieure - Montpellier,255,Grossiste,Distribution,71 avenue du Livre,Montpellier,34,77984,Prospect,27747463,100,2021-09-08
ACC000256,Grossiste Livres Express - Paris,256,Ecole,Education,107 avenue du Livre,Paris,75,83516,Partenaire,34857511,5,2021-06-17
ACC000257,France Loisirs - Lyon,257,Universite,Education,167 avenue du Livre,Lyon,69,96799,Client,30190339,25,2020-07-22
ACC000258,Chapitre.com - Marseille,258,Mediatheque,Institutionnel,245 avenue du Livre,Marseille,13,78875,Client,46604147,100,2020-07-13
ACC000259,Leslibraires.fr - Toulouse,259,Librairie,Librairie,193 avenue du Livre,Toulouse,31,51124,Partenaire,25465969,25,2020-10-14
ACC000260,Amazon France - Bordeaux,260,Bibliotheque,Institutionnel,89 avenue du Livre,Bordeaux,33,70249,Client,26888443,250,2020-08-09
ACC000261,Librairie Gallimard - Nantes,261,Grossiste,Distribution,273 avenue du Livre,Nantes,44,54869,Prospect,46090136,10,2022-02-19
ACC000262,Librairie Gibert - Strasbourg,262,Ecole,Education,280 avenue du Livre,Strasbourg,67,56437,Prospect,7426577,500,2022-07-05
ACC000263,Fnac Livres - Lille,263,Universite,Education,136 avenue du Livre,Lille,59,89963,Client,8706190,500,2022-08-20
ACC000264,Cultura - Rennes,264,Mediatheque,Institutionnel,248 avenue du Livre,Rennes,35,35200,Prospect,1183674,50,2022-06-29
ACC000265,Librairie Mollat - Grenoble,265,Librairie,Librairie,127 avenue du Livre,Grenoble,38,46569,Partenaire,23839579,100,2020-01-27
ACC000266,Librairie Decitre - Rouen,266,Bibliotheque,Institutionnel,286 avenue du Livre,Rouen,76,49124,Prospect,38257783,25,2020-11-14
ACC000267,Le Furet du Nord - Tours,267,Grossiste,Distribution,116 avenue du Livre,Tours,37,49008,Client,661088,500,2022-02-27
ACC000268,Librairie Kleen - Dijon,268,Ecole,Education,148 avenue du Livre,Dijon,21,37168,Prospect,8107582,10,2020-07-30
ACC000269,Librairie Sauramps - Clermont-Ferrand,269,Universite,Education,251 avenue du Livre,Clermont-Ferrand,63,51555,Client,36611187,100,2021-07-10
ACC000270,Librairie Dialogues - Montpellier,270,Mediatheque,Institutionnel,246 avenue du Livre,Montpellier,34,55718,Client,31510530,5,2022-06-01
ACC000271,Bibliotheque Nationale - Paris,271,Librairie,Librairie,287 avenue du Livre,Paris,75,45842,Prospect,31802736,10,2020-04-03
ACC000272,BU Paris-Saclay - Lyon,272,Bibliotheque,Institutionnel,148 avenue du Livre,Lyon,69,25974,Prospect,31143301,10,2022-07-08
ACC000273,Mediatheque de Lyon - Marseille,273,Grossiste,Distribution,294 avenue du Livre,Marseille,13,98686,Client,4590450,500,2020-09-07
ACC000274,CDI Lycee Voltaire - Toulouse,274,Ecole,Education,279 avenue du Livre,Toulouse,31,59767,Prospect,30006445,5,2020-05-01
ACC000275,Ecole Normale Superieure - Bordeaux,275,Universite,Education,203 avenue du Livre,Bordeaux,33,55237,Partenaire,47682377,250,2021-07-04
ACC000276,Grossiste Livres Express - Nantes,276,Mediatheque,Institutionnel,75 avenue du Livre,Nantes,44,48070,Partenaire,13131892,100,2022-09-18
ACC000277,France Loisirs - Strasbourg,277,Librairie,Librairie,22 avenue du Livre,Strasbourg,67,47700,Prospect,13412705,500,2021-05-18
ACC000278,Chapitre.com - Lille,278,Bibliotheque,Institutionnel,41 avenue du Livre,Lille,59,55398,Prospect,22005630,10,2021-09-12
ACC000279,Leslibraires.fr - Rennes,279,Grossiste,Distribution,227 avenue du Livre,Rennes,35,95979,Client,34150753,5,2022-06-05
ACC000280,Amazon France - Grenoble,280,Ecole,Education,132 avenue du Livre,Grenoble,38,72793,Client,27060848,500,2021-10-13
ACC000281,Librairie Gallimard - Rouen,281,Universite,Education,110 avenue du Livre,Rouen,76,36485,Client,24864457,5,2021-08-24
ACC000282,Librairie Gibert - Tours,282,Mediatheque,Institutionnel,276 avenue du Livre,Tours,37,45537,Client,12458597,100,2020-11-05
ACC000283,Fnac Livres - Dijon,283,Librairie,Librairie,288 avenue du Livre,Dijon,21,45601,Prospect,5074307,500,2022-01-13
ACC000284,Cultura - Clermont-Ferrand,284,Bibliotheque,Institutionnel,71 avenue du Livre,Clermont-Ferrand,63,24316,Partenaire,9203151,250,2021-03-31
ACC000285,Librairie Mollat - Montpellier,285,Grossiste,Distribution,123 avenue du Livre,Montpellier,34,41779,Client,21219188,10,2022-03-22
ACC000286,Librairie Decitre - Paris,286,Ecole,Education,26 avenue du Livre,Paris,75,97796,Prospect,27098391,100,2020-06-26
ACC000287,Le Furet du Nord - Lyon,287,Universite,Education,272 avenue du Livre,Lyon,69,39579,Prospect,21869340,25,2021-09-08
ACC000288,Librairie Kleen - Marseille,288,Mediatheque,Institutionnel,120 avenue du Livre,Marseille,13,16880,Partenaire,14214389,100,2020-11-04
ACC000289,Librairie Sauramps - Toulouse,289,Librairie,Librairie,52 avenue du Livre,Toulouse,31,64172,Client,18485381,250,2021-01-01
ACC000290,Librairie Dialogues - Bordeaux,290,Bibliotheque,Institutionnel,170 avenue du Livre,Bordeaux,33,71918,Partenaire,1460756,25,2020-09-14
ACC000291,Bibliotheque Nationale - Nantes,291,Grossiste,Distribution,52 avenue du Livre,Nantes,44,99285,Client,15943921,50,2022-08-01
ACC000292,BU Paris-Saclay - Strasbourg,292,Ecole,Education,71 avenue du Livre,Strasbourg,67,10679,Partenaire,4849137,250,2020-07-19
ACC000293,Mediatheque de Lyon - Lille,293,Universite,Education,282 avenue du Livre,Lille,59,30701,Client,14505185,25,2020-07-18
ACC000294,CDI Lycee Voltaire - Rennes,294,Mediatheque,Institutionnel,209 avenue du Livre,Rennes,35,95575,Partenaire,27562233,5,2021-06-01
ACC000295,Ecole Normale Superieure - Grenoble,295,Librairie,Librairie,244 avenue du Livre,Grenoble,38,72580,Prospect,39266470,250,2020-08-08
ACC000296,Grossiste Livres Express - Rouen,296,Bibliotheque,Institutionnel,103 avenue du Livre,Rouen,76,47649,Partenaire,8263391,500,2020-08-03
ACC000297,France Loisirs - Tours,297,Grossiste,Distribution,165 avenue du Livre,Tours,37,47409,Client,33128429,10,2021-12-16
ACC000298,Chapitre.com - Dijon,298,Ecole,Education,31 avenue du Livre,Dijon,21,21725,Prospect,23676830,10,2022-01-08
ACC000299,Leslibraires.fr - Clermont-Ferrand,299,Universite,Education,294 avenue du Livre,Clermont-Ferrand,63,40437,Partenaire,30373932,10,2021-06-24
ACC000300,Amazon France - Montpellier,300,Mediatheque,Institutionnel,274 avenue du Livre,Montpellier,34,14888,Client,40328388,25,2021-03-08
ACC000301,Librairie Gallimard - Paris,301,Librairie,Librairie,90 avenue du Livre,Paris,75,64773,Partenaire,32214231,100,2020-05-12
ACC000302,Librairie Gibert - Lyon,302,Bibliotheque,Institutionnel,91 avenue du Livre,Lyon,69,14763,Client,19148422,500,2020-12-31
ACC000303,Fnac Livres - Marseille,303,Grossiste,Distribution,204 avenue du Livre,Marseille,13,74930,Prospect,30620032,5,2021-04-23
ACC000304,Cultura - Toulouse,304,Ecole,Education,96 avenue du Livre,Toulouse,31,47941,Partenaire,45037629,10,2021-07-04
ACC000305,Librairie Mollat - Bordeaux,305,Universite,Education,20 avenue du Livre,Bordeaux,33,11214,Prospect,28015900,250,2020-11-12
ACC000306,Librairie Decitre - Nantes,306,Mediatheque,Institutionnel,153 avenue du Livre,Nantes,44,84443,Client,4626444,500,2020-04-09
ACC000307,Le Furet du Nord - Strasbourg,307,Librairie,Librairie,55 avenue du Livre,Strasbourg,67,53914,Partenaire,15233306,10,2020-12-12
ACC000308,Librairie Kleen - Lille,308,Bibliotheque,Institutionnel,146 avenue du Livre,Lille,59,69552,Client,41686734,100,2020-02-06
ACC000309,Librairie Sauramps - Rennes,309,Grossiste,Distribution,279 avenue du Livre,Rennes,35,78723,Partenaire,10774741,250,2021-09-13
ACC000310,Librairie Dialogues - Grenoble,310,Ecole,Education,253 avenue du Livre,Grenoble,38,27589,Prospect,3784133,500,2021-04-10
ACC000311,Bibliotheque Nationale - Rouen,311,Universite,Education,259 avenue du Livre,Rouen,76,71344,Client,9912097,25,2022-09-14
ACC000312,BU Paris-Saclay - Tours,312,Mediatheque,Institutionnel,140 avenue du Livre,Tours,37,35272,Client,35249263,500,2022-03-10
ACC000313,Mediatheque de Lyon - Dijon,313,Librairie,Librairie,58 avenue du Livre,Dijon,21,53343,Prospect,40023597,250,2020-08-26
ACC000314,CDI Lycee Voltaire - Clermont-Ferrand,314,Bibliotheque,Institutionnel,84 avenue du Livre,Clermont-Ferrand,63,70150,Client,47319343,5,2021-03-12
ACC000315,Ecole Normale Superieure - Montpellier,315,Grossiste,Distribution,132 avenue du Livre,Montpellier,34,34405,Client,30711438,250,2020-11-08
ACC000316,Grossiste Livres Express - Paris,316,Ecole,Education,8 avenue du Livre,Paris,75,54185,Prospect,43116163,100,2021-10-07
ACC000317,France Loisirs - Lyon,317,Universite,Education,152 avenue du Livre,Lyon,69,84420,Prospect,18616948,250,2020-02-08
ACC000318,Chapitre.com - Marseille,318,Mediatheque,Institutionnel,99 avenue du Livre,Marseille,13,33002,Prospect,32670886,100,2021-03-16
ACC000319,Leslibraires.fr - Toulouse,319,Librairie,Librairie,208 avenue du Livre,Toulouse,31,66059,Client,47164467,100,2021-08-09
ACC000320,Amazon France - Bordeaux,320,Bibliotheque,Institutionnel,264 avenue du Livre,Bordeaux,33,52982,Prospect,43064368,10,2022-02-01
ACC000321,Librairie Gallimard - Nantes,321,Grossiste,Distribution,45 avenue du Livre,Nantes,44,62538,Prospect,39969282,5,2020-06-27
ACC000322,Librairie Gibert - Strasbourg,322,Ecole,Education,49 avenue du Livre,Strasbourg,67,34219,Client,34205999,25,2021-06-27
ACC000323,Fnac Livres - Lille,323,Universite,Education,72 avenue du Livre,Lille,59,72580,Client,22502671,100,2020-06-04
ACC000324,Cultura - Rennes,324,Mediatheque,Institutionnel,166 avenue du Livre,Rennes,35,42512,Client,10374254,5,2020-06-21
ACC000325,Librairie Mollat - Grenoble,325,Librairie,Librairie,4 avenue du Livre,Grenoble,38,44181,Partenaire,12953368,25,2021-12-10
ACC000326,Librairie Decitre - Rouen,326,Bibliotheque,Institutionnel,197 avenue du Livre,Rouen,76,40870,Client,32107884,500,2020-04-17
ACC000327,Le Furet du Nord - Tours,327,Grossiste,Distribution,229 avenue du Livre,Tours,37,44995,Partenaire,40942666,500,2022-06-26
ACC000328,Librairie Kleen - Dijon,328,Ecole,Education,169 avenue du Livre,Dijon,21,49576,Partenaire,15321905,10,2022-05-08
ACC000329,Librairie Sauramps - Clermont-Ferrand,329,Universite,Education,299 avenue du Livre,Clermont-Ferrand,63,85088,Client,14965302,250,2021-02-22
ACC000330,Librairie Dialogues - Montpellier,330,Mediatheque,Institutionnel,6 avenue du Livre,Montpellier,34,44282,Partenaire,26004581,25,2020-12-23
ACC000331,Bibliotheque Nationale - Paris,331,Librairie,Librairie,185 avenue du Livre,Paris,75,40972,Client,11573843,50,2022-07-01
ACC000332,BU Paris-Saclay - Lyon,332,Bibliotheque,Institutionnel,32 avenue du Livre,Lyon,69,97528,Prospect,27795077,10,2020-05-27
ACC000333,Mediatheque de Lyon - Marseille,333,Grossiste,Distribution,61 avenue du Livre,Marseille,13,71000,Client,46888885,10,2020-03-06
ACC000334,CDI Lycee Voltaire - Toulouse,334,Ecole,Education,158 avenue du Livre,Toulouse,31,30934,Client,49786570,5,2022-05-24
ACC000335,Ecole Normale Superieure - Bordeaux,335,Universite,Education,208 avenue du Livre,Bordeaux,33,99925,Client,36462980,5,2022-08-22
ACC000336,Grossiste Livres Express - Nantes,336,Mediatheque,Institutionnel,258 avenue du Livre,Nantes,44,50760,Prospect,40515726,5,2020-12-03
ACC000337,France Loisirs - Strasbourg,337,Librairie,Librairie,61 avenue du Livre,Strasbourg,67,93717,Client,34672303,5,2021-01-08
ACC000338,Chapitre.com - Lille,338,Bibliotheque,Institutionnel,152 avenue du Livre,Lille,59,58174,Client,16516723,25,2021-06-01
ACC000339,Leslibraires.fr - Rennes,339,Grossiste,Distribution,114 avenue du Livre,Rennes,35,38721,Partenaire,42348911,5,2021-08-08
ACC000340,Amazon France - Grenoble,340,Ecole,Education,69 avenue du Livre,Grenoble,38,72676,Client,20565182,100,2021-09-05
ACC000341,Librairie Gallimard - Rouen,341,Universite,Education,79 avenue du Livre,Rouen,76,69634,Client,33598955,50,2020-08-25
ACC000342,Librairie Gibert - Tours,342,Mediatheque,Institutionnel,192 avenue du Livre,Tours,37,64505,Partenaire,26415776,250,2022-01-15
ACC000343,Fnac Livres - Dijon,343,Librairie,Librairie,282 avenue du Livre,Dijon,21,71712,Prospect,39159038,25,2022-09-06
ACC000344,Cultura - Clermont-Ferrand,344,Bibliotheque,Institutionnel,276 avenue du Livre,Clermont-Ferrand,63,97044,Client,4578924,100,2022-08-10
ACC000345,Librairie Mollat - Montpellier,345,Grossiste,Distribution,112 avenue du Livre,Montpellier,34,42435,Prospect,8540447,5,2022-04-20
ACC000346,Librairie Decitre - Paris,346,Ecole,Education,42 avenue du Livre,Paris,75,78879,Prospect,47560522,10,2020-05-08
ACC000347,Le Furet du Nord - Lyon,347,Universite,Education,229 avenue du Livre,Lyon,69,79228,Prospect,35285962,500,2022-03-29
ACC000348,Librairie Kleen - Marseille,348,Mediatheque,Institutionnel,186 avenue du Livre,Marseille,13,20237,Prospect,29692402,500,2022-08-20
ACC000349,Librairie Sauramps - Toulouse,349,Librairie,Librairie,289 avenue du Livre,Toulouse,31,24707,Prospect,27161600,500,2021-09-16
ACC000350,Librairie Dialogues - Bordeaux,350,Bibliotheque,Institutionnel,32 avenue du Livre,Bordeaux,33,81781,Client,22777576,50,2020-09-04
ACC000351,Bibliotheque Nationale - Nantes,351,Grossiste,Distribution,259 avenue du Livre,Nantes,44,36497,Prospect,14128179,250,2020-09-27
ACC000352,BU Paris-Saclay - Strasbourg,352,Ecole,Education,294 avenue du Livre,Strasbourg,67,80341,Partenaire,42077969,25,2021-11-09
ACC000353,Mediatheque de Lyon - Lille,353,Universite,Education,77 avenue du Livre,Lille,59,31566,Client,5921670,250,2022-09-23
ACC000354,CDI Lycee Voltaire - Rennes,354,Mediatheque,Institutionnel,168 avenue du Livre,Rennes,35,78202,Partenaire,22030184,25,2022-03-21
ACC000355,Ecole Normale Superieure - Grenoble,355,Librairie,Librairie,227 avenue du Livre,Grenoble,38,25235,Client,22000728,250,2021-07-05
ACC000356,Grossiste Livres Express - Rouen,356,Bibliotheque,Institutionnel,106 avenue du Livre,Rouen,76,86434,Prospect,13517051,250,2020-04-21
ACC000357,France Loisirs - Tours,357,Grossiste,Distribution,251 avenue du Livre,Tours,37,21919,Partenaire,38919686,500,2022-05-17
ACC000358,Chapitre.com - Dijon,358,Ecole,Education,262 avenue du Livre,Dijon,21,68390,Prospect,29488993,100,2021-11-12
ACC000359,Leslibraires.fr - Clermont-Ferrand,359,Universite,Education,29 avenue du Livre,Clermont-Ferrand,63,69432,Partenaire,30859479,250,2021-08-26
ACC000360,Amazon France - Montpellier,360,Mediatheque,Institutionnel,68 avenue du Livre,Montpellier,34,77272,Prospect,30836831,500,2021-03-14
ACC000361,Librairie Gallimard - Paris,361,Librairie,Librairie,213 avenue du Livre,Paris,75,69873,Partenaire,24731698,250,2020-06-07
ACC000362,Librairie Gibert - Lyon,362,Bibliotheque,Institutionnel,289 avenue du Livre,Lyon,69,17567,Partenaire,10378828,50,2020-08-19
ACC000363,Fnac Livres - Marseille,363,Grossiste,Distribution,287 avenue du Livre,Marseille,13,70604,Prospect,27829206,250,2021-01-03
ACC000364,Cultura - Toulouse,364,Ecole,Education,158 avenue du Livre,Toulouse,31,12853,Client,452753,25,2021-06-16
ACC000365,Librairie Mollat - Bordeaux,365,Universite,Education,203 avenue du Livre,Bordeaux,33,43352,Client,2565295,250,2022-08-26
ACC000366,Librairie Decitre - Nantes,366,Mediatheque,Institutionnel,2 avenue du Livre,Nantes,44,38560,Client,14861565,25,2021-12-11
ACC000367,Le Furet du Nord - Strasbourg,367,Librairie,Librairie,297 avenue du Livre,Strasbourg,67,19572,Prospect,21745396,100,2020-10-23
ACC000368,Librairie Kleen - Lille,368,Bibliotheque,Institutionnel,24 avenue du Livre,Lille,59,65534,Client,32063851,50,2021-05-15
ACC000369,Librairie Sauramps - Rennes,369,Grossiste,Distribution,177 avenue du Livre,Rennes,35,18357,Prospect,38870664,10,2020-11-05
ACC000370,Librairie Dialogues - Grenoble,370,Ecole,Education,278 avenue du Livre,Grenoble,38,17897,Partenaire,3469129,5,2021-05-11
ACC000371,Bibliotheque Nationale - Rouen,371,Universite,Education,36 avenue du Livre,Rouen,76,71875,Partenaire,39628325,5,2020-01-26
ACC000372,BU Paris-Saclay - Tours,372,Mediatheque,Institutionnel,17 avenue du Livre,Tours,37,47629,Partenaire,16674980,10,2020-12-29
ACC000373,Mediatheque de Lyon - Dijon,373,Librairie,Librairie,210 avenue du Livre,Dijon,21,33590,Prospect,10530571,500,2020-06-29
ACC000374,CDI Lycee Voltaire - Clermont-Ferrand,374,Bibliotheque,Institutionnel,70 avenue du Livre,Clermont-Ferrand,63,94085,Prospect,18171375,100,2020-12-22
ACC000375,Ecole Normale Superieure - Montpellier,375,Grossiste,Distribution,216 avenue du Livre,Montpellier,34,59081,Prospect,35045784,500,2021-12-06
ACC000376,Grossiste Livres Express - Paris,376,Ecole,Education,196 avenue du Livre,Paris,75,68790,Client,5415320,50,2021-05-07
ACC000377,France Loisirs - Lyon,377,Universite,Education,194 avenue du Livre,Lyon,69,59236,Prospect,44394138,50,2020-11-08
ACC000378,Chapitre.com - Marseille,378,Mediatheque,Institutionnel,42 avenue du Livre,Marseille,13,99486,Client,32043933,50,2021-03-19
ACC000379,Leslibraires.fr - Toulouse,379,Librairie,Librairie,277 avenue du Livre,Toulouse,31,27431,Client,2586356,250,2020-06-13
ACC000380,Amazon France - Bordeaux,380,Bibliotheque,Institutionnel,179 avenue du Livre,Bordeaux,33,25549,Prospect,43105652,100,2020-01-25
ACC000381,Librairie Gallimard - Nantes,381,Grossiste,Distribution,92 avenue du Livre,Nantes,44,80419,Client,26289740,100,2020-01-10
ACC000382,Librairie Gibert - Strasbourg,382,Ecole,Education,202 avenue du Livre,Strasbourg,67,79316,Partenaire,22395771,5,2021-07-06
ACC000383,Fnac Livres - Lille,383,Universite,Education,66 avenue du Livre,Lille,59,39188,Partenaire,47073109,250,2022-06-14
ACC000384,Cultura - Rennes,384,Mediatheque,Institutionnel,2 avenue du Livre,Rennes,35,12979,Client,44491479,50,2021-05-27
ACC000385,Librairie Mollat - Grenoble,385,Librairie,Librairie,153 avenue du Livre,Grenoble,38,70686,Client,14793619,500,2022-09-14
ACC000386,Librairie Decitre - Rouen,386,Bibliotheque,Institutionnel,279 avenue du Livre,Rouen,76,65591,Client,12784935,10,2021-02-11
